text,label,username,likes,datetime
"Saran untuk pemkot, mohon menetapkan regulasi wajib Masker. Jika ditemukan orang yang tidak tertib langsung didenda. Uang denda nya dikumpulkan untuk Penyediaan APD kota. @username",negative,username3151,5,2020-06-18
Daerah rentan itu semarang masuk? ,neutral,username3152,0,2021-06-21
Selamat kepada bpk hendar prihadi da ibu ita semoga amanah,positive,username3153,1,2021-02-26
Tlogosari kulon rekor dah🔥,positive,username3154,0,2020-07-06
Ko malah naik terus Ki piye.....😭😭😭😭,negative,username3155,0,2020-11-08
Mau lebaran di naikin lagi ya min biar gag pada mudik...??? 😂,negative,username3156,0,2021-04-17
"@username,",neutral,username3157,0,2021-06-30
"Sudah beberapa hari ini Semarang naik terus, pejabat kota nya kayaknya anteng-anteng aja gitu. Mbok ya bikin sesuatu kek, apalah gitu... Keliling pasar, keliling ke kampung-kampung, yang gak jalanin prokes dipentungin satu-satu kayak polisi India itu.... Kalo cuma berupa himbauan-himbauan, trus berharap warga sadar, gak bakalan, contohnya udah banyak, udah teramat banyak malahan.",negative,username3158,2,2021-05-31
Pusat keramaian jangan ditutup jam 9 terlalu malam.masih banyak yg bisa keluyuran.mari saling menjaga,negative,username3159,2,2021-01-13
Ayo dulur2...maskeran...rajin cuci tangan pakai sabun,positive,username3160,0,2020-12-03
Betul dok kandanane angel,neutral,username3161,0,2021-05-07
"Tolong dong di daerah stadion diponegoro ditutup atau bagaimana, saya udh liat selama 2 minggu berturut turut sangat ramai, banyak banget yg gk pake masker. Itu bu",negative,username3162,0,2020-07-26
Hahahaha.. mantabbb,positive,username3163,1,2021-04-24
Ki ky' dirimu kang @username,neutral,username3164,0,2021-02-24
I love sate kambing,neutral,username3165,0,2020-08-03
😭purwoyoso kok nambah trus sih,negative,username3166,0,2020-09-19
Koq mlah naek......g taat prokes🔥🔥🔥,neutral,username3167,0,2021-03-05
"Kok tmbh meroket ??????,",negative,username3168,0,2021-06-05
Alhamdulillah,positive,username3169,2,2020-07-11
@username mboten pkm malih pak?,neutral,username3170,0,2020-11-28
@username,neutral,username3171,1,2020-12-05
Kalahe karo pilkada tog 😂😂,neutral,username3172,0,2021-01-08
"Mimin @username , @username sukanya SERANGAN FAJAR sih. . . . Ga tau apa kita2 ini nunggu dari Magrib. . . Tp gpp deh SUBUH baru dikirim. . . . Usul nih min, di Copy Writing Boleh diinfo donk. . . . Misal nih : METESEH +1 . . . . Udah gitu aja, makasih Mimin dan Bapak Kadinkes",negative,username3173,1,2020-06-18
Subhanallah alhamdulillah wa syukurilah...hari ke hari semakin baik..semakin turun..semangat buat tenaga kesehatan dan semangat sembuh untuk pasien yang terpapar semoga lekas membaik dan sembuh bisa berkumpul dengan keluarga,positive,username3174,0,2020-06-15
Yess panggung Lor 0 kasus,positive,username3175,2,2020-08-23
Patrolinya lebih di perbanyak dan sering serta di tingkatkan setiap hari dong,negative,username3176,0,2020-10-03
Guunungpati Turun Alhamdlulillah,positive,username3177,0,2020-09-23
"Krobokan ktnya kluster wrg makan ya. Ya emang skrg bnyak yg sdh remnya blong lupa kl msh ada covid. Jajan nongkrong ga pake masker. Terbukti bnyk foto2 bertebaran dimedsos yg keadaannya demikian. Miris kl masy ga disiplin ,satu2mya hqrapan cm vaksin itupun tdk bs 100 persen.ya",negative,username3178,3,2020-09-10
"Min di kasih keterangan jg dong yg sembuh berapa,dan klo ada yg meninggal jg d kasih keterangan",negative,username3179,2,2020-11-13
Puji Tuhan....mksh infonya....ayo tetap smangat...tetap jaga stamina n sehat2 slalu.....jangan kendor...pasti bisa.....ayo...🙏🙏🙏,positive,username3180,2,2021-03-22
Alhamdulillah....ttp patuhi protokol kesehatan supaya bisa turun dan turun Aamiin,positive,username3181,2,2020-12-09
"Tembalang ayo semangattt, putihkan bersama peta nyaaaa 😍",positive,username3182,1,2021-03-10
wkwkwk gumushhhh,positive,username3183,0,2021-03-18
Assalamualaikum min @username anak saya dapat imunisasi untuk kelas 2 SD. Tapi kok tempatnya harus ke telogosari? Kenapa tidak di sekolah masing2 ? Padahal kemarin2 dari sekolah lain juga di imunisasi ditempat yang sama. Saya jadi maju mundur mau imunisasi Krn di telogosari kan banyak penderita Covid. Tolong pak untuk tempatnya bisa di ganti disekolahan saja. # wali murid SD Muhammadiyah 08 semarang @username,neutral,username3184,0,2020-11-25
😭,negative,username3185,0,2020-12-15
Cara pengisian gimana pak ...kok masih bingung jalur pengisiannya....,negative,username3186,0,2020-04-09
@username ayo min...biar gk nambah lagi,negative,username3187,0,2020-06-23
Lha iki jane koordinasine piye to ? Ora tau ngobrol po cocok cocokan data po pak ? 😪,negative,username3188,0,2020-09-09
Akhirnya warnanya memudar 💪 semangat yok,positive,username3189,1,2021-02-21
My,neutral,username3190,0,2020-09-21
"Min,, maksudny karantina tdk harus selalu di rmh isolasi, bisa dilakukan secara mandiri di rmh dgn pengawasan dari petugas puskesmas setempat itu maksudny gimana ya?? Bahasany kok membingungkan...",negative,username3191,0,2020-07-06
@username piye iki pak,neutral,username3192,0,2020-12-19
"Sekarang silakan yang kemarin bengok2 katanya COVID-19 hanya setting an.. Bla.. Bla.. Bla... Kalau sudah begini???,",negative,username3193,2,2021-06-07
"Min mau tanya RSUD, Klinik dan Puskesmas yang ditunjuk oleh Dinkes setempat untuk vaksin di mana saja ya? Terimakasih",neutral,username3194,0,2021-02-27
Manyaran turunn dongggg... Wargi manyaran yukkk mariii semuanyaa... tetap jaga jarak pake masker... ingat pesan ibuuu semangattt 👏,positive,username3195,0,2021-03-25
"Harusnya ada slide ke 3, yang menunjukan aspek2 kualitatif atas analisa masalah, apa yang sdh dikerjakan dan rencana selanjutnya",neutral,username3196,2,2020-08-07
@username dadi 8 mbak,neutral,username3197,0,2020-07-23
Minkes minta tolong cek dm saya terimakasih @username,neutral,username3198,0,2021-04-20
"sy trmasuk yg kaget,krn sy update juga... lha kok bnyk bgt,data dr mn itu",negative,username3199,0,2020-09-01
Apakah kopet bisa menyerang pendemo 🤔🤔,neutral,username3200,0,2020-10-08
Amin....semakin sehat....,positive,username3201,0,2020-12-04
Mi'in update Kamis 🙏🙏,neutral,username3202,0,2020-12-04
Ada lagi kapan ya,neutral,username3203,0,2020-05-28
Puskesmas yg di gedung dkk besok sabtu buka kan min?,neutral,username3204,0,2020-04-03
"Mohon informasinya. Prosedur penanganannya bagaimana ya, untuk ibu yg mau melahirkan tp tes positif covid-19 ??? Terima kasih banyak",neutral,username3205,0,2021-01-12
Mungkin karena banyak yang Yang di Swab Tes,neutral,username3206,1,2020-11-08
"Buat tenaga pendidik dan kependidikan, belum bisa daftar ya min?",neutral,username3207,0,2021-04-16
Pedurungan tengahnya gang brp? @username ?,neutral,username3208,0,2020-06-18
"Min ,bagaimana jika yg isolasi mandiri juga diinfokan per kelurahan ,agar tau kondisi daerah tertentu . Terimakasih",neutral,username3209,1,2020-09-27
"Tempat nongkrong nya ditutup dong yg wilayah Banyumanik,",negative,username3210,0,2021-06-14
Berita satuan tugas Hari ini case aktif Kota semarang tertinggi Di Indonesia.???,neutral,username3211,0,2020-09-08
Tgl 4 atau hari kamis min....🙏,neutral,username3212,1,2020-09-04
"PPKM sperti dulu keknya tepat @username ekonomi tetep jalan kasus perlahan turun , kuncinya ada dipenerapan protokol kesehatan ?? yoh semarang ndang mari,",positive,username3213,0,2021-06-23
Covidnya hr ini brp min?,neutral,username3214,0,2020-11-03
"Minkes , saya staff notaris ,, setiap hari ketemu dgn masyarakat yg akan mengurus pertanahan. Mhn ijin , apakah bs mengajukan vaksin?",neutral,username3215,0,2021-02-24
Kalo renang agak susah ya protokolnya...,negative,username3216,1,2020-06-17
Izin share min...,positive,username3217,0,2021-03-02
@username ngene Ki sing medeni,negative,username3218,0,2020-09-23
"Ayo semangat ,semoga bisa turun trs jangan naik lagi 💪💪",positive,username3219,1,2020-07-10
🔥🔥🔥,neutral,username3220,0,2020-10-13
Gunungpati 5 😯 😱 @username @username @username @username @username,negative,username3221,0,2020-08-24
73 kali min,neutral,username3222,0,2021-01-08
Tanya min. Jumblah ini apa 1 provinsi se jawa tengah min ?? Kok ada jumblah luar kota harang 140 orang ??.. @username,neutral,username3223,0,2020-09-19
"Min, mau tanya donk, sebelum Ramadhan kemarin ada lomba dan sosialisasi tentang safety community yang diadakan DKK bekerjasama dengan PMI dan Karangtaruna , apakah sudah ada hasil nya , temen2 dari karangtaruna pada menunggu nunggu hasilnya 😍😍",neutral,username3224,0,2021-04-29
Kemren ada yg meninggal tetangga saya..kok ga turun ya grafiknya.....😢,neutral,username3225,0,2021-03-13
"pak kemaren saya percaya bsnget dengan covid karena saya positif covid memang tidak enak banget rasanya...tapi sekarang saya tidak begitu percaya covid karena saya sudah sakit masih harus mikir. beli obat mandiri yabg tergolong mahal mikir kebutuhan yang sangat banyak sendiri sedangkan saya tidsk bisa kerja harus isolasi mandiri...disini jogo tonggopun tidak ada sama sekali...apakah saya harus tetap percaya sama covid sedangkan saya juga sudah keluar uang banyak dan tiap hari harus mikir kebutuhan sehari"" yang tidak sedikit karena gakbiss kemana"" saya untuk makan juga harus gofood setiap hari,",negative,username3226,3,2021-06-23
Harus di tindak biar ada efek jera. @username,negative,username3227,1,2020-04-04
Lawak lo heii,negative,username3228,0,2020-08-03
"Min mau tanya kok dijadwal, keluar tanggal vaksinnya 1970-01-01 maksudnya tgl brp ya???,",negative,username3229,0,2021-06-15
pelebon kok bnyak men min...pastinya daerah min...???,negative,username3230,1,2020-07-15
"Sitik sitik cluster sitik sitik cluster,intropeksi lah ,sopo sih sing glm keno wabah koyo ngene ,,kui kabeh ki korban ,,eling ,,ne wes keno covid pun dia juga berkontribusi menyembuhkan orang yg keno covid dengan cara seperti postingan pak @username intine ki saiki saling berdoa ,saling suport ra saling salah salah an",neutral,username3231,0,2020-12-04
Ora tegas yo terus mundak ...,negative,username3232,1,2021-04-21
"Halo min, untuk situasi seperti ini apakah bisa untuk urus PIRT buat usaha rumah tangga yg baru ?",neutral,username3233,0,2020-06-02
Kenapa gak petugasnya aja muter tiap kelurahan? ?? ,neutral,username3234,0,2021-06-21
yes peraturan dibuat percuma msh ada yg mudik ...lbh baik dibolehin mudik toh setahun cm sekali sungkem ortu dimoment yg ditunggu2..,neutral,username3235,0,2021-04-30
Hiu-hiu di lautan biru 🎵🎵,neutral,username3236,0,2020-08-23
@username aku nak balik semarang yo nggo iki?,neutral,username3237,0,2020-04-09
kasus menurun setelah program jateng d rumah saja......,positive,username3238,0,2021-02-13
Pak @username @username mau sampai kapan angkanya naik terus begini pak? Kasian RS dan tenaga medis dong pak...kasian kami yg betul2 pake protkes ketat atau malah bahkan masih bertahan stay at home...kenapa ngga diberlakukan jam malam sih pak? Kenapa resto msh dikasih ijin utk makn ditempat? Kenapa pameran2 kuliner msh diijinkan diadakan di paragon? Masyarakat ngga bisa pak dilakukan pendekatan secara persuasif...masyarakat harus diberi peraturan yg tegas...,negative,username3239,15,2020-12-15
Untuk ibu rumah tangga jenis pekerjaan dan tempat pekerjaan diisi apa dong min @username ? ,neutral,username3240,0,2021-06-26
Up,neutral,username3241,0,2021-04-21
"Min, ini endak jumlah kasus baru per hari to min ??, bberapa keluarahan ada yg nmbah kasus baru, dan lebih dari 2, di gambar ini hanya menampilkan jumlah pasien yg positip, ditampilkan kasus baru harian min, ben pada waspada",neutral,username3242,3,2020-09-07
Turun tpi kok karangayu mlh tmbah banyak😭😭,negative,username3243,0,2020-08-01
Lebih suka kl detail lg dan transparan......,negative,username3244,0,2020-07-18
"Puji Tuhan, Palebon tinggal 1 pasien saja 😍😘🙏",positive,username3245,0,2020-08-18
Lah naik lagi 😩,negative,username3246,0,2021-01-14
"Min, semua puskesmas bisa rapid test nggak?",neutral,username3247,3,2020-07-09
@username ka n,neutral,username3248,0,2020-10-19
Terlambat....wes banyak yg daftar....karena berita di share dari pengurus RT/RW masing2 😢,negative,username3249,7,2021-06-02
"Min, tes Rapid ANTIGEN di semarang yg bisa dimana aja?",neutral,username3250,1,2020-12-17
Yuk...diturunkan terus👍,positive,username3251,0,2021-01-27
Ayo semangat.Semarang pasti bisa turun terus supaya dpt beraktifitas lebih leluasa....👍👍👍,positive,username3252,1,2021-01-24
EFEK SABTU MINGGU JATENG DIRUMAH SAJA. AYO PAK PROGRAMNYA TOLONG DILANJUT TIAP MINGGU AGAR MEMBANTU MENURUNKAN KASUS COVID ! @username,positive,username3253,2,2021-02-09
Alhamdulillah,positive,username3254,3,2021-03-15
@username @username @username,neutral,username3255,0,2020-05-17
Jangan lengah....jangan bosan....tetap smangat tuk saling mengingatkan...karna bentuk baru sdh muncul....jaga stamina...positif slalu....dari kita tuk kita bersama.....🙏🙏🙏,positive,username3256,4,2020-12-29
"Min, itu positif nya berdasarkan rapid atau tes swab?",neutral,username3257,0,2020-08-10
Peta sebaran covid nya mana nih min?,neutral,username3258,3,2020-07-10
Kwmbangarum.stabil di angka tinggi....smoga lekas membaik,negative,username3259,0,2020-09-22
Plis baca DM.,negative,username3260,0,2020-06-07
Seneng aku nek gercep ngene Iki Mimin e 🙏😍👍👍👍👍👍,neutral,username3261,3,2020-10-11
"Respon dm dong min ????,",neutral,username3262,0,2021-06-10
"Semarang Sakit.Semarang bisa.??,",positive,username3263,0,2021-06-10
Hasil test yg di ada swalayan gimna min?,neutral,username3264,0,2020-05-24
Sehat selalu,positive,username3265,0,2020-07-25
Ini mulai naik lagi loh..waspada...mulai banyak lagi pada masuk ruang isolasi..😢,neutral,username3266,0,2021-04-20
"Duh saya pengen ke smg karena ada acara jadi ragu,",negative,username3267,1,2021-06-06
Aduuuuuh Tembalang 🤧,negative,username3268,0,2020-12-06
"Kmren sdkit lega turunnya banyak skrang naik lagi ??,",negative,username3269,0,2021-06-23
Min @username klau mau swab tes di puskesmas mana yang bisa? Lalu apakah bisa dibayarkan bpjs?,neutral,username3270,0,2020-09-17
"Pagi Min...tanya, apa sudah ada pendaftaran vaksinasi utk para pemuda dan pemudi Kota Semarang?",neutral,username3271,0,2021-06-02
Dapet kabar katanya salamanmloyo salah input dan ga ada yg kena apakah benar ?,negative,username3272,0,2020-06-10
"Ayoo putihkan Semarang tengah,, 💪💪",positive,username3273,0,2020-11-25
Yg buat umum kapan dimulai?,neutral,username3274,0,2021-05-21
Pedurungan YaAllah banyaknya 😭,negative,username3275,1,2020-06-10
72 minn,neutral,username3276,0,2021-01-04
Ko gak ada yg sembuh....di lockdown aja.. ,negative,username3277,0,2021-06-21
"Itu yg tercatat masuk dinkes ya, kalo yg tesnya mandiri , bagaimana?",neutral,username3278,0,2020-12-28
@username,neutral,username3279,1,2020-07-13
"Masih saya pantau dua Minggu terakhir nanti, kira"" ada lonjakan ga nih😁😁😁",neutral,username3280,0,2020-10-11
Tingkatkan iman dan imun @username @username @username @username @username #giveawaydariminkes #ngabuburitbarengminkes 😍😍😍😍👏,positive,username3281,0,2020-04-29
Sippp semoga lebih baikkk,positive,username3282,0,2020-12-04
Test antigen di puskesmas bisa gak ya?,neutral,username3283,0,2020-12-29
"min , lebih baik dibuka sih ada atau ngganya , kalau posting gini malah jadi ada “lho kan yang di krobokan hoax” , mending kalian jujur , jadi orang lebih aware , karena masyarakat semarang banyak yang masih ngga percaya corona dan tidak berprotokol kesehatan",negative,username3284,1,2020-09-13
Semarang! Yoh isoh yoh....💪,positive,username3285,2,2020-07-11
Lho kok Pleburan nambah 1 lagi 😢 ndang sehat kabeh yo... semoga Semarang bisa pulih seperti dulu lagi...Aminn,negative,username3286,1,2020-07-26
"hanya yang ktp semarang . ktp jateng tidak bisa daftar,",neutral,username3287,0,2021-06-12
"Pak Kadinas @username usul bapak🙏🙏 .. mohon untuk terus sosialisasi untuk warga kota Semarang, supaya cluster cluster tidak bermunculan terus ... setidaknya kita diberi vitamin/Madu untuk menjaga imun kita tetap terjaga .. kita Sudah 8 bulan kita menghadapi masa pandemi seperti ini ... Emang masih banyak orang yang meremehkan covid 19 di lingkungan kota Semarang",negative,username3288,0,2020-11-08
🤔Ngaliyan ngeri masa Allah,negative,username3289,1,2020-11-28
"Disini masih pada sibuk ngurusi plandemi kayak gini pada masih takut plandemi ini. Tu contoh di luar udah banyak yang normal. Balapan boleh di tonton sebagian tidak bermasker, kemarin sepakbola juga banyak yang nonton, padahal main di porto yang dari Inggris datang kesana. Gag ada juga tu cluster cluster apalah itu. Di Brazil presidennya malah ikut demo tanpa masker tanpa vaksin. Lah disini masih aja ribut kenaikan angka koped. Hentikan tes tesnya. Semua akan baik baik saja. Tapi gag akan berhenti disini memang buat bisnis kog. Canda bisnis ✌. Salam sehat, salam akal sehat, ayo truenormal",negative,username3290,5,2021-05-31
Jangan lupa besok rabu untuk bikin kerumunan yg dilindungi undang-undang..,negative,username3291,13,2020-12-04
😍😍,neutral,username3292,0,2021-02-24
Smg cepat hilang corona dr bumi ini.. Aamiin,positive,username3293,1,2020-10-31
"min...kalo ktp luar kota semarang bisa?,",neutral,username3294,0,2021-06-11
Stay safe stay healty temen² ?? ,positive,username3295,8,2021-06-21
Tembalang donor tertinggi,negative,username3296,0,2020-08-01
Kalo orang ktp luar kota apakah bisa dilayani di kota semarang ya pak?,neutral,username3297,0,2021-02-25
Kel. Tlogomulyo jadi banyak .apa gara2 ada pasar tiban Jumat mlm. Dan cfd tiap Minggu 😦,negative,username3298,0,2020-09-23
Semangat semuanya 🤗🤗🤗,positive,username3299,1,2020-06-04
"Udah lebih dari 6 bulan, wilayah semarang , ndak ada satu pun kecamatan yang zona nya hijau. Data cenderung naik turun kisaran ke angka 400 an / 500 an. Lama-lama jadi jenuh lihat nya.",negative,username3300,1,2020-09-17
"Alhamdulillah, kelurahan ku sudah nggak ada, tapi btw kapan diadakan swab tiap RT ya. Mohon infonya",positive,username3301,0,2020-09-17
Bismillah covid segera lenyap.,positive,username3302,0,2021-03-03
"ayo ayooo semangat...lawan corona, semoga wabah ini segera cepat teratasi...jangan lupa pakai masker, jaga jarak & jaga kondisi tubuh",positive,username3303,1,2020-07-21
Apakah KTP luar semarang bisa?,neutral,username3304,0,2021-06-04
"Pagi ...untuk vaksinansi covid buat umur >= 50 th di PRPP apakah masih ada, jam berapa pelayanannya dan syaratnya apa nggih, matur nuwun",neutral,username3305,4,2021-04-13
Kapan di lockdown??mari sehat bersama,positive,username3306,1,2020-12-10
Terimakasih admin sudah konsisten membuat laporan🙏 semoga masyarakat juga konsisten 3M,positive,username3307,1,2021-04-16
"Wah rujukan pantura plat K imbasnya gede,,super sekaliii. Lgag memenuhi kuota rs rujukan smg",negative,username3308,3,2021-06-03
@username busui boleh ga sih dpt vaksin?,neutral,username3309,1,2021-02-25
"Harus dan sangat diperlukan untuk pendekatan ke masyarakat umum tentang stigma dan bagaimana cara menyikapi kalau ada kasus seperti itu min. Masih sangat banyak masyarakat umum bahkan nakes di faskes yang menurut saya masih takut atau punya stigma lain, pengalaman saya mau minta surat keterangan sehat di puskesmas karena saya baru saja dari red zone (jakarta) mereka sangat melihat saya itu berbeda dan seolah menghindar atau menjauhi saya. Padahal saya membawa hasil swab yang dimana hasil swab berlaku selama 14 hari. Lalu sayapun di arahkan ke faskes lain lalu diarahkan lagi ke faskes lain nya sampai saya terakhir diarahkan ke posko satgas covid yang berada agak jauh dari rumah saya",neutral,username3310,0,2020-12-14
Alhamdulillah..,positive,username3311,3,2021-03-08
Luar kota nya nambah terus min,neutral,username3312,1,2021-06-03
Alhamdulillah angka terus turun.. semoga segera zero case🙏,positive,username3313,3,2021-02-08
ngga di rumah ngga di kantor red zone semua.. 🤦‍♀️🤦‍♀️,negative,username3314,0,2020-06-18
Ojo lali tgl 6-7 #jatengdirumahsaja,positive,username3315,1,2021-02-05
@username 😂😂,neutral,username3316,0,2020-07-21
Mugassari nya mana ya?,neutral,username3317,0,2020-07-15
sembar...ya allah 😥😥,negative,username3318,2,2020-09-08
ayo putih ayoo... ngen ra abang ngene ae,positive,username3319,2,2020-09-21
Ya Allah..kok naik lagi...semoga covidnya cepet hilang...Aamiin,positive,username3320,2,2021-05-28
"Semangat terus, yuk saling menjaga. Yg new normal biar daerah lain. Jawa tengah belum ya lur..",positive,username3321,6,2020-06-08
@username,neutral,username3322,0,2020-12-26
Min update data covid yg hari Rabu min 🙏,neutral,username3323,0,2020-10-22
Angka yg baguus 444 ut turun terus .....musnah Aamiin....🤲🤲🤲,positive,username3324,3,2020-10-20
Pak babin kesasar tekan semarang 😂,neutral,username3325,0,2021-02-13
🤣👍,positive,username3326,0,2020-08-26
Naek turun naek turun mulu gtu aja terooossss😅,negative,username3327,0,2020-09-18
Semoga segera pulih Semarang ku😢😢,positive,username3328,0,2020-07-29
Alhamdulillah wilayah genuk turun banyak 😇😇,positive,username3329,0,2020-07-22
"Prokesnya di kendorin lagi, kerumunan dilanjutkan terus, maskernya ga usah dipakai. Satgas nya males keliling mungkin buat kasih tindakan, makanya naik dan prokesnya longgar.",negative,username3330,1,2021-04-30
Copad copid,negative,username3331,0,2020-07-20
Ini sudah termasuk spesimen yg test mandiri min? Barusan cek juml warga kota semarang per des 2018 ada 1.668.578 jiwa. Semoga bertambah terus juml spesimen yg diperiksa ya min.biar segera selesai pandeminya,neutral,username3332,2,2020-10-14
Yohh iso yohhh,positive,username3333,0,2021-02-09
Aduh kelurahan ngaliyan kok malah nambah,negative,username3334,0,2020-08-23
@username @username,neutral,username3335,0,2021-01-24
"Tetap jaga PROKES ,tetap semangat, semarang pasti bisa,. Jateng pasti bisa, indonesia pasti bisa💪",positive,username3336,0,2021-03-11
"??????,",negative,username3337,0,2021-06-17
Kl sdh meninggal msh tercantum disitu ato sdh dihilangkan min?,neutral,username3338,0,2020-06-24
"Kaee lho wong sg sok2an PITPITAN,bubarkeeee marai brkrumunn pekok!",negative,username3339,0,2020-06-09
Kita yg isolasi mandiri malah di resahkan karo tonggo lur 😅 cangekem tonggo luweh parah dari pada covid salam sehat 🔥🔥🔥@username,negative,username3340,0,2020-09-20
"Wes2,wat jgk klonaem trus gni.yg g taat prokes sanksi twgas ae np",negative,username3341,0,2020-12-08
Min kl ada penyakit bawaan spti autoimun g bisa di vaksin kan?,neutral,username3342,0,2021-01-19
Ditungguin sampe jam 1 malam kok baru update min... Penting buat sy ini angka...biar anake gak kluar2 rumah👍👍,positive,username3343,2,2020-08-29
Cara daftarin di pusmesmasnya gimana ya?? Mau daftarin ortuku,neutral,username3344,0,2021-03-24
Udh ada peraturan menkes bisa vaksin di mn aja ga hrs sesuai ktp  ini apakah sdh terupdate unk system nya semisal mo dftr on line?? ,neutral,username3345,0,2021-06-26
Datanya kok beda sama corona.jatengprov.go.id.... beda lg sama corona.semarangkota.go.id ya???,negative,username3346,0,2020-06-26
"Dalam edaran, lanjut Ganjar, juga disiapkan imbauan pada tempat-tempat keramaian untuk tutup pada 6-7 Februari mendatang. Ganjar menyebut, kesempatan ini bisa dimanfaatkan untuk bersih-bersih sekaligus penyemprotan disinfektan. “Hanya dua hari tempat-tempat keramaian pariwisata toko pasar kita istirahat dulu. Nah nanti pasar-pasar kesempatan kita semprot semuanya biar sekalian bersih, tempat pariwisata juga ditutup dulu,” jelasnya. (jatengprov.go.id)",neutral,username3347,1,2021-02-02
Sangat disayangkan....yang tau data² nama² kan pihak DKK&puskesmas....gak mungkin orang luar tau,negative,username3348,0,2020-09-12
Susah kak min kl diminta merasa. Diwajibkan saja 🙏,negative,username3349,0,2020-06-29
"mau nanya Min, Kalau Bapak Mertua, KTP Makasar, tapi sudah lama tinggal di Semarang, bisa apa tidak .? Caranya bagaimana .?? Suwun ..",neutral,username3350,0,2021-03-13
Puji Tuhan ayo turun terus 👍👍....tetap patuhi prokes luurrr🙏🙏,positive,username3351,0,2021-02-15
Kok nambah trus ya .,negative,username3352,0,2020-06-07
"Sekedar saran utk DKK, sptnya ruang isolasi utk covid perlu di tambah, krn temanku di Beringin udh gejala spt covid tp di diagnosa cuman tipes, apa emang dibuat spt itu? Biar angka ndak melonjak? Mau test swap aja hrs bayar, pdhl klo nulari sekeluarga, biaya utk pengobatan lebih besar",negative,username3353,1,2021-01-05
Nggak banyak yg dites kan ntar makin turun 🤣,negative,username3354,0,2020-07-25
"Warna zona nya tidak perlu diubah min sebagai cerminan kondisi kegawatan Covid-19 di kota Semarang. Semoga masyarakat makin tertib menjalankannya prokes.,",positive,username3355,26,2021-06-08
"Semangatttttt.............. Ayo Semarang Bisa Bebas Covid,,🔥🔥👏 Patuhi Prokes, Jangan Lengah.. 💪💪💪💪",positive,username3356,0,2021-02-25
mantap lur😍,positive,username3357,0,2020-05-21
@username,neutral,username3358,1,2021-01-01
Fun nail lag panggung kidul,neutral,username3359,0,2020-10-02
"Min Keluarga saya 2 orang positif covid19 lwat antigen dr kantor sudah lapor puskesmas via wa tp dr puskesmas cm dsuruh isolasi mandiri blm ada pemeriksaan lanjutan, obat aja dititip ke keluarga yg interaksi trus priksa ke puskesmas,",negative,username3360,2,2021-06-18
Kelurahan wonotingal RW brp nggih admin @username,neutral,username3361,0,2020-06-13
"Makannya jangan new normal , klo new normal makin banyak",negative,username3362,0,2020-07-01
"PKM lagi saja pak jangan ragu , masih banyak sekali yg tdk memakai masker dan bergerombolan pak 🙏",positive,username3363,2,2020-07-08
"sudah daftarkan dari tgl 5 maret untuk ibu saya sampai sekarang tidak dapat WA, verifikasinya nunggu berapa lama ya @username?",neutral,username3364,0,2021-03-12
"@username coba di cek,",neutral,username3365,0,2021-06-21
Saya pernah dapat dr perusahaan ini tp udah gak aktif hampir satu tahun...kalo daftar uhc bisa gak ya,neutral,username3366,0,2020-04-22
@username @username @username,neutral,username3367,0,2020-07-27
"Setuju jangan kasih kendor dan Harus diikuti dengan Disiplin dan Ketegasan Sanksi Pelanggaran... perbanyak lakukan tes genose (murah dan cepat) di tempat umum, jangan sampai kita jadi lupa, tidak peduli dan merasa sehat serta kebal tetapi ketika kemudian tetkena wabah justru minta2 pengobatan dan perawatan gratis, bansos dll ..ini menjadi tidak adil dan memberatkan masyarakat lain yang mau tertib dan disiplin dan berubah serta menambah beban biaya rakyat, petugas nakes, aparat dan negara ..hanya karena ego, kesombongan dan kurang kepedulian seseorang/kelompok atas masa pandemi ini, matur nuwun ???????? #salamsemarangsehat #semaranglawancorona @username @username,",positive,username3368,3,2021-06-09
Puji Tuhan . Smoga makin bnyk yg patuh dg protokol kesehatan..,positive,username3369,3,2020-09-20
"Kasi penyuluhan di wilayah bandarharjo saja dulu jangan jauh"" @username",negative,username3370,1,2020-09-13
ngeri ,negative,username3371,0,2021-06-20
🙏🙏🙏,negative,username3372,0,2020-12-25
"Ijin share, Min. Maturnuwun.",positive,username3373,0,2021-03-22
Wah pak @username pongangan 1 pak,neutral,username3374,0,2020-06-16
Daerah covid tinggi itu apakah ada minimal kasus orang yg terkena covid atau bagaimana yak?patokan minimal kasus covid..terima kasih ,neutral,username3375,0,2021-06-21
"Bisa tau jenis vaksin nya apa? Sinovac atau AZ?,",neutral,username3376,0,2021-06-17
non asn provinsi bisa min. tp tidak bawa 2 lansia.. orang tua sudah vaksin semua,neutral,username3377,1,2021-05-20
#kampungsiagacandihebat,positive,username3378,0,2021-02-10
Breaking news nya mana ..?,neutral,username3379,1,2020-07-11
Muncul lg aduh....😭😭,negative,username3380,2,2020-10-16
Nambah terus 😢,neutral,username3381,0,2021-04-19
"Alhamdulillah Semarang turun, semoga lekas membaik aamiin",positive,username3382,5,2020-10-27
"????ngeri,",negative,username3383,1,2021-06-07
banyumanik termasuk daerah rentan bukan min?,neutral,username3384,0,2021-06-21
Ambyarrr,negative,username3385,0,2021-06-02
